order_id,order_date,customer_id,customer_segment,region,country,sales_channel,campaign,product_category,product_name,sku,units,unit_price_usd,discount_pct,gross_revenue_usd,discount_amount_usd,refund_amount_usd,shipping_cost_usd,cogs_usd,net_revenue_usd,gross_margin_usd,fulfillment_days,status,first_order
ord_0006944,2025-07-08,cust_06471,Occasional,EMEA,Germany,Marketplace,,Fitness,Adjustable Kettlebell,FIT-005,1,135.9,0.2,135.9,27.18,0,5.7,70.67,108.72,32.35,3,Delivered,False
ord_0006945,2025-07-16,cust_01818,Loyal,APAC,Japan,Social,Prospecting,Electronics,Smart Home Hub,ELE-002,2,195.02,0.1,390.04,39.0,0,0,226.22,351.04,124.81,5,Delivered,True
ord_0006946,2025-07-06,cust_04070,Occasional,EMEA,France,Marketplace,Marketplace Featured,Beauty,Daily Skin Set,BEA-007,1,95.77,0,95.77,0.0,95.77,11.52,36.39,0.0,-47.91,8,Refunded,True
ord_0006947,2025-07-11,cust_03211,Loyal,North America,United States,Direct,,Home,Ceramic Cookware,HOM-004,1,214.3,0,214.3,0.0,0,0,105.01,214.3,109.29,1,Delivered,False
ord_0006948,2025-07-15,cust_06998,New,North America,United States,Direct,,Home,Ceramic Cookware,HOM-004,2,207.11,0,414.22,0.0,0,0,202.97,414.22,211.25,3,Delivered,False
ord_0006949,2025-07-08,cust_06110,Loyal,EMEA,France,Paid Search,Nonbrand Search,Home,Linen Sheet Set,HOM-003,1,109.85,0.15,109.85,16.48,0,8.32,50.53,93.37,34.52,5,Delivered,False
ord_0006950,2025-07-07,cust_03555,Loyal,APAC,Australia,Affiliate,Cashback Partner,Home,Linen Sheet Set,HOM-003,1,126.69,0.15,126.69,19.0,0,13.46,58.28,107.69,35.95,5,Delivered,True
ord_0006951,2025-07-17,cust_02371,Occasional,EMEA,Germany,Direct,Referral,Home,Ceramic Cookware,HOM-004,1,217.98,0.2,217.98,43.6,0,0,106.81,174.39,67.57,5,Delivered,False
ord_0006952,2025-07-04,cust_05362,Loyal,North America,Canada,Marketplace,,Home,Linen Sheet Set,HOM-003,1,111.35,0.2,111.35,22.27,80.88,9.51,51.22,8.2,-52.54,5,Returned,True
ord_0006953,2025-07-09,cust_06805,Occasional,Latin America,Brazil,Direct,,Fitness,Adjustable Kettlebell,FIT-005,2,158.25,0.05,316.5,15.83,0,0,164.58,300.68,136.1,5,Delivered,False
ord_0006954,2025-07-13,cust_03227,Occasional,APAC,Australia,Social,Creator Program,Home,Linen Sheet Set,HOM-003,2,110.44,0.1,220.88,22.09,0,0,101.6,198.79,97.19,5,Delivered,True
ord_0006955,2025-07-14,cust_01532,New,APAC,Australia,Direct,Referral,Electronics,Wireless Headphones,ELE-001,1,129.13,0.1,129.13,12.91,0,5.67,69.73,116.22,40.81,5,Delivered,True
ord_0006956,2025-07-08,cust_06436,Occasional,North America,Canada,Direct,,Electronics,Wireless Headphones,ELE-001,3,132.4,0,397.21,0.0,0,0,214.49,397.21,182.71,5,Delivered,False
ord_0006957,2025-07-05,cust_05016,New,North America,Canada,Paid Search,Shopping Ads,Home,Linen Sheet Set,HOM-003,1,119.52,0.05,119.52,5.98,0,5.91,54.98,113.55,52.65,9,Delivered,True
ord_0006958,2025-07-03,cust_01073,VIP,North America,Canada,Paid Search,Shopping Ads,Apparel,Performance Jacket,APP-009,4,176.54,0.2,706.15,141.23,0,0,331.89,564.92,233.03,5,Delivered,False
ord_0006959,2025-07-14,cust_02868,Occasional,North America,United States,Affiliate,Publisher Network,Electronics,Wireless Headphones,ELE-001,1,133.86,0.05,133.86,6.69,0,11.23,72.29,127.17,43.65,3,In Transit,False
ord_0006960,2025-07-15,cust_05656,Occasional,North America,United States,Direct,Email Lifecycle,Electronics,Smart Home Hub,ELE-002,3,193.97,0.05,581.9,29.09,0,0,337.5,552.8,215.3,1,Delivered,True
ord_0006961,2025-07-13,cust_01741,Loyal,APAC,Japan,Direct,,Apparel,Everyday Sneaker,APP-010,5,104.05,0.15,520.27,78.04,0,0,234.12,442.23,208.11,5,Delivered,True
ord_0006962,2025-07-15,cust_05984,Occasional,EMEA,France,Marketplace,,Electronics,Smart Home Hub,ELE-002,1,176.42,0.05,176.42,8.82,0,0,102.33,167.6,65.28,5,Delivered,False
ord_0006963,2025-07-10,cust_03139,New,North America,United States,Direct,Referral,Fitness,Recovery Roller,FIT-006,1,57.92,0.1,57.92,5.79,0,7.81,23.75,52.13,20.58,2,Delivered,False
ord_0006964,2025-07-13,cust_03418,Occasional,APAC,Australia,Marketplace,,Fitness,Adjustable Kettlebell,FIT-005,1,146.1,0,146.1,0.0,0,13.98,75.97,146.1,56.14,6,Delivered,False
ord_0006965,2025-07-14,cust_04263,Loyal,North America,United States,Social,Prospecting,Beauty,Hair Styling Kit,BEA-008,1,126.05,0,126.05,0.0,0,10.68,55.46,126.05,59.91,5,Delivered,False
ord_0006966,2025-07-08,cust_00041,New,EMEA,France,Direct,Referral,Fitness,Recovery Roller,FIT-006,1,58.89,0.2,58.89,11.78,0,11.25,24.15,47.11,11.72,4,Delivered,False
ord_0006967,2025-07-06,cust_04897,Loyal,Latin America,Brazil,Affiliate,Cashback Partner,Fitness,Adjustable Kettlebell,FIT-005,2,154.75,0,309.5,0.0,0,0,160.94,309.5,148.56,6,Delivered,False
ord_0006968,2025-07-16,cust_06142,Loyal,APAC,Australia,Marketplace,Marketplace Featured,Apparel,Everyday Sneaker,APP-010,1,112.5,0,112.5,0.0,0,8.56,50.62,112.5,53.32,5,Delivered,True
ord_0006969,2025-07-14,cust_02430,New,APAC,Australia,Marketplace,Marketplace Featured,Electronics,Wireless Headphones,ELE-001,2,136.89,0.15,273.77,41.07,0,0,147.84,232.71,84.87,5,Delivered,False
ord_0006970,2025-07-14,cust_00388,Occasional,North America,United States,Social,Retargeting,Fitness,Recovery Roller,FIT-006,1,50.82,0.1,50.82,5.08,0,6.29,20.83,45.73,18.61,3,Delivered,False
ord_0006971,2025-07-12,cust_02136,VIP,North America,United States,Marketplace,Marketplace Featured,Apparel,Everyday Sneaker,APP-010,2,119.57,0.25,239.13,59.78,0,0,107.61,179.35,71.74,4,Delivered,True
ord_0006972,2025-07-08,cust_05871,New,APAC,Japan,Direct,Email Lifecycle,Apparel,Everyday Sneaker,APP-010,1,118.64,0,118.64,0.0,0,8.92,53.39,118.64,56.33,4,Delivered,False
ord_0006973,2025-07-14,cust_00585,Loyal,EMEA,United Kingdom,Direct,,Fitness,Recovery Roller,FIT-006,1,54.11,0,54.11,0.0,0,8.12,22.18,54.11,23.8,5,Delivered,True
ord_0006974,2025-07-07,cust_01375,Loyal,EMEA,Germany,Paid Search,Nonbrand Search,Electronics,Wireless Headphones,ELE-001,2,130.46,0.2,260.92,52.18,0,0,140.9,208.74,67.84,5,Delivered,True
ord_0006975,2025-07-14,cust_03349,Occasional,North America,United States,Paid Search,Brand Search,Apparel,Performance Jacket,APP-009,1,168.4,0.15,168.4,25.26,0,0,79.15,143.14,63.99,4,Delivered,True
ord_0006976,2025-07-17,cust_00019,Loyal,APAC,Australia,Direct,Referral,Home,Ceramic Cookware,HOM-004,2,193.87,0.15,387.74,58.16,335.61,0,189.99,-6.03,-196.02,2,Returned,False
ord_0006977,2025-07-15,cust_06134,Occasional,North America,United States,Direct,Referral,Electronics,Smart Home Hub,ELE-002,1,183.74,0,183.74,0.0,0,0,106.57,183.74,77.17,1,In Transit,False
ord_0006978,2025-07-04,cust_06883,Occasional,EMEA,France,Marketplace,Marketplace Featured,Apparel,Performance Jacket,APP-009,1,153.61,0.05,153.61,7.68,0,0,72.2,145.93,73.73,6,Delivered,False
ord_0006979,2025-07-18,cust_01684,Loyal,North America,United States,Marketplace,Marketplace Featured,Electronics,Smart Home Hub,ELE-002,1,193.71,0,193.71,0.0,0,0,112.35,193.71,81.36,7,Delivered,False
ord_0006980,2025-07-19,cust_00682,Loyal,EMEA,France,Direct,,Electronics,Wireless Headphones,ELE-001,1,123.72,0,123.72,0.0,0,9.01,66.81,123.72,47.9,7,Delivered,False
ord_0006981,2025-07-12,cust_03196,New,North America,United States,Direct,Email Lifecycle,Electronics,Smart Home Hub,ELE-002,1,172.14,0.2,172.14,34.43,137.71,0,99.84,0.0,-99.84,7,Refunded,False
ord_0006982,2025-07-11,cust_05802,VIP,EMEA,United Kingdom,Marketplace,Marketplace Featured,Electronics,Smart Home Hub,ELE-002,2,193.25,0.2,386.5,77.3,0,0,224.17,309.2,85.03,7,Delivered,False
ord_0006983,2025-07-10,cust_03061,Loyal,North America,United States,Direct,,Electronics,Wireless Headphones,ELE-001,1,140.8,0.1,140.8,14.08,0,13.32,76.03,126.72,37.37,5,Delivered,True
ord_0006984,2025-07-06,cust_07039,Loyal,North America,Canada,Direct,Email Lifecycle,Electronics,Smart Home Hub,ELE-002,1,184.81,0.2,184.81,36.96,0,0,107.19,147.85,40.66,1,Delivered,True
ord_0006985,2025-07-13,cust_04602,New,EMEA,Germany,Direct,Email Lifecycle,Apparel,Performance Jacket,APP-009,1,161.02,0.1,161.02,16.1,0,0,75.68,144.92,69.24,4,Delivered,True
ord_0006986,2025-07-12,cust_03549,Occasional,EMEA,France,Direct,Email Lifecycle,Apparel,Performance Jacket,APP-009,1,171.37,0.15,171.37,25.71,0,0,80.54,145.67,65.12,4,Delivered,True
ord_0006987,2025-07-09,cust_02630,Occasional,EMEA,Germany,Paid Search,Shopping Ads,Apparel,Performance Jacket,APP-009,1,171.92,0.05,171.92,8.6,0,0,80.8,163.33,82.52,6,Delivered,False
ord_0006988,2025-07-02,cust_07031,Occasional,North America,United States,Social,Creator Program,Electronics,Smart Home Hub,ELE-002,1,192.85,0,192.85,0.0,158.36,0,111.85,34.49,-77.36,2,Returned,False
ord_0006989,2025-07-10,cust_05372,New,EMEA,Germany,Direct,Referral,Beauty,Hair Styling Kit,BEA-008,1,146.51,0.2,146.51,29.3,0,5.66,64.46,117.21,47.09,1,Delivered,False
ord_0006990,2025-07-18,cust_03276,VIP,APAC,Japan,Social,Retargeting,Beauty,Hair Styling Kit,BEA-008,1,137.72,0.15,137.72,20.66,0,0,60.6,117.07,56.47,6,Delivered,False
ord_0006991,2025-07-07,cust_04687,Occasional,North America,United States,Marketplace,,Electronics,Wireless Headphones,ELE-001,1,121.32,0,121.32,0.0,0,12.5,65.51,121.32,43.3,3,Delivered,True
ord_0006992,2025-07-13,cust_00114,New,North America,Canada,Paid Search,Nonbrand Search,Beauty,Hair Styling Kit,BEA-008,1,133.16,0.05,133.16,6.66,0,6.08,58.59,126.5,61.83,5,Delivered,False
ord_0006993,2025-07-07,cust_06271,Occasional,APAC,Australia,Direct,Email Lifecycle,Home,Linen Sheet Set,HOM-003,2,111.73,0.1,223.46,22.35,0,0,102.79,201.12,98.32,6,Delivered,False
ord_0006994,2025-07-10,cust_02956,New,APAC,Australia,Paid Search,Shopping Ads,Home,Linen Sheet Set,HOM-003,1,130.66,0,130.66,0.0,0,10.45,60.11,130.66,60.11,7,In Transit,False
ord_0006995,2025-07-09,cust_04360,Occasional,North America,United States,Direct,,Electronics,Wireless Headphones,ELE-001,1,131.3,0.1,131.3,13.13,0,13.19,70.9,118.17,34.08,4,Delivered,False
ord_0006996,2025-07-13,cust_04922,Occasional,North America,United States,Paid Search,Brand Search,Home,Linen Sheet Set,HOM-003,2,121.22,0,242.44,0.0,0,0,111.52,242.44,130.92,5,Delivered,False
ord_0006997,2025-07-12,cust_06361,Occasional,North America,Canada,Social,Creator Program,Electronics,Smart Home Hub,ELE-002,3,185.46,0.1,556.38,55.64,0,0,322.7,500.74,178.04,4,Delivered,True
ord_0006998,2025-07-12,cust_07196,Loyal,Latin America,Brazil,Affiliate,Publisher Network,Fitness,Recovery Roller,FIT-006,2,54.54,0.1,109.09,10.91,0,5.7,44.73,98.18,47.76,6,Delivered,True
ord_0006999,2025-07-12,cust_00742,Occasional,North America,Canada,Paid Search,Shopping Ads,Electronics,Smart Home Hub,ELE-002,1,183.08,0,183.08,0.0,0,0,106.18,183.08,76.89,9,Delivered,False
ord_0007000,2025-07-16,cust_06645,New,North America,United States,Direct,,Beauty,Daily Skin Set,BEA-007,2,88.77,0,177.55,0.0,0,0,67.47,177.55,110.08,3,Delivered,False
ord_0007001,2025-07-12,cust_02449,New,North America,United States,Paid Search,Shopping Ads,Fitness,Adjustable Kettlebell,FIT-005,3,148.64,0,445.92,0.0,0,0,231.88,445.92,214.04,5,Delivered,False
ord_0007002,2025-07-15,cust_02005,VIP,North America,United States,Social,Creator Program,Home,Linen Sheet Set,HOM-003,1,112.08,0.1,112.08,11.21,0,0,51.56,100.87,49.31,3,Delivered,True
ord_0007003,2025-07-15,cust_05441,Occasional,APAC,Japan,Affiliate,Cashback Partner,Fitness,Adjustable Kettlebell,FIT-005,1,144.59,0,144.59,0.0,0,6.19,75.19,144.59,63.22,6,Delivered,True
ord_0007004,2025-07-09,cust_00826,Loyal,EMEA,France,Social,Prospecting,Beauty,Daily Skin Set,BEA-007,3,83.28,0,249.83,0.0,0,0,94.93,249.83,154.89,3,Delivered,True
ord_0007005,2025-07-07,cust_02909,Loyal,EMEA,United Kingdom,Affiliate,Publisher Network,Electronics,Wireless Headphones,ELE-001,1,129.51,0,129.51,0.0,0,6.33,69.94,129.51,53.25,8,Delivered,True
ord_0007006,2025-07-12,cust_04517,Occasional,North America,United States,Direct,Email Lifecycle,Home,Ceramic Cookware,HOM-004,1,216.49,0.2,216.49,43.3,0,0,106.08,173.19,67.11,1,Delivered,True
ord_0007007,2025-07-08,cust_03171,New,North America,United States,Direct,,Fitness,Adjustable Kettlebell,FIT-005,1,135.95,0,135.95,0.0,0,13.57,70.7,135.95,51.69,6,Delivered,False
ord_0007008,2025-07-09,cust_02126,New,Latin America,Brazil,Direct,Email Lifecycle,Beauty,Daily Skin Set,BEA-007,1,91.79,0,91.79,0.0,0,13.23,34.88,91.79,43.68,5,Delivered,True
ord_0007009,2025-07-17,cust_06132,VIP,EMEA,Germany,Social,Retargeting,Electronics,Smart Home Hub,ELE-002,3,196.48,0.25,589.43,147.36,442.07,0,341.87,0.0,-341.87,5,Refunded,False
ord_0007010,2025-07-07,cust_00056,Loyal,North America,United States,Social,Retargeting,Beauty,Daily Skin Set,BEA-007,2,94.99,0.1,189.98,19.0,0,0,72.19,170.98,98.79,5,Delivered,True
ord_0007011,2025-07-11,cust_03041,Loyal,North America,United States,Marketplace,,Home,Linen Sheet Set,HOM-003,3,115.81,0.05,347.43,17.37,321.45,0,159.82,8.61,-151.21,2,Returned,False
ord_0007012,2025-07-11,cust_03013,New,EMEA,United Kingdom,Paid Search,Brand Search,Fitness,Adjustable Kettlebell,FIT-005,1,140.92,0.2,140.92,28.18,0,11.01,73.28,112.74,28.45,4,Delivered,False
ord_0007013,2025-07-08,cust_03538,Occasional,North America,Canada,Marketplace,,Beauty,Daily Skin Set,BEA-007,2,94.17,0,188.33,0.0,0,0,71.57,188.33,116.77,9,Delivered,False
ord_0007014,2025-07-06,cust_06432,New,North America,United States,Paid Search,Brand Search,Beauty,Daily Skin Set,BEA-007,1,85.2,0,85.2,0.0,0,6.16,32.38,85.2,46.66,2,Delivered,False
ord_0007015,2025-07-13,cust_05619,Loyal,North America,United States,Affiliate,Cashback Partner,Apparel,Performance Jacket,APP-009,1,180.53,0,180.53,0.0,0,0,84.85,180.53,95.68,4,Delivered,True
ord_0007016,2025-07-16,cust_02491,Occasional,EMEA,Germany,Social,Creator Program,Home,Ceramic Cookware,HOM-004,2,211.76,0.05,423.51,21.18,0,0,207.52,402.34,194.81,4,Delivered,True
ord_0007017,2025-07-11,cust_03085,New,North America,United States,Paid Search,Shopping Ads,Beauty,Hair Styling Kit,BEA-008,2,145.01,0,290.01,0.0,0,0,127.61,290.01,162.41,7,Delivered,False
ord_0007018,2025-07-14,cust_01670,Loyal,North America,United States,Affiliate,Cashback Partner,Apparel,Performance Jacket,APP-009,1,173.93,0.05,173.93,8.7,0,0,81.75,165.23,83.49,2,Delivered,False
ord_0007019,2025-07-18,cust_01954,New,North America,United States,Marketplace,Marketplace Featured,Home,Ceramic Cookware,HOM-004,2,206.43,0.15,412.86,61.93,0,0,202.3,350.93,148.63,5,Delivered,True
ord_0007020,2025-07-12,cust_02610,Occasional,North America,United States,Affiliate,Publisher Network,Fitness,Recovery Roller,FIT-006,1,57.12,0,57.12,0.0,0,5.78,23.42,57.12,27.92,5,Delivered,False
ord_0007021,2025-07-16,cust_02579,Occasional,North America,United States,Direct,,Fitness,Adjustable Kettlebell,FIT-005,1,146.17,0.1,146.17,14.62,0,8.44,76.01,131.55,47.1,1,Delivered,True
ord_0007022,2025-07-13,cust_07197,Occasional,North America,United States,Paid Search,Brand Search,Electronics,Smart Home Hub,ELE-002,1,190.83,0,190.83,0.0,0,0,110.68,190.83,80.15,2,Delivered,True
ord_0007023,2025-07-12,cust_04610,New,North America,United States,Marketplace,Marketplace Featured,Beauty,Hair Styling Kit,BEA-008,1,134.15,0.1,134.15,13.41,0,6.31,59.02,120.73,55.4,3,Delivered,False
ord_0007024,2025-07-13,cust_00685,Loyal,EMEA,France,Affiliate,Cashback Partner,Apparel,Everyday Sneaker,APP-010,1,119.74,0.1,119.74,11.97,0,6.41,53.88,107.77,47.47,8,Delivered,False
ord_0007025,2025-07-13,cust_00097,Loyal,North America,United States,Paid Search,Brand Search,Home,Linen Sheet Set,HOM-003,3,118.85,0.15,356.55,53.48,0,0,164.01,303.06,139.05,4,Delivered,False
ord_0007026,2025-07-04,cust_01007,Loyal,EMEA,France,Social,Retargeting,Home,Linen Sheet Set,HOM-003,1,116.42,0,116.42,0.0,0,6.77,53.55,116.42,56.09,5,Delivered,False
ord_0007027,2025-07-16,cust_02957,Loyal,North America,United States,Social,Prospecting,Apparel,Performance Jacket,APP-009,1,155.94,0,155.94,0.0,112.37,0,73.29,43.57,-29.72,6,Returned,False
ord_0007028,2025-07-17,cust_05278,New,North America,Canada,Paid Search,Shopping Ads,Fitness,Recovery Roller,FIT-006,1,52.99,0,52.99,0.0,0,11.02,21.73,52.99,20.25,4,Delivered,False
ord_0007029,2025-07-09,cust_00325,VIP,North America,United States,Direct,Email Lifecycle,Fitness,Adjustable Kettlebell,FIT-005,1,158.86,0.1,158.86,15.89,0,0,82.61,142.98,60.37,4,Delivered,True
ord_0007030,2025-07-12,cust_01407,VIP,North America,United States,Marketplace,Marketplace Featured,Electronics,Wireless Headphones,ELE-001,3,135.48,0.05,406.45,20.32,309.58,0,219.48,76.55,-142.94,3,Returned,False
ord_0007031,2025-07-15,cust_05771,Occasional,Latin America,Brazil,Direct,,Beauty,Hair Styling Kit,BEA-008,1,147.47,0.05,147.47,7.37,0,11.97,64.89,140.1,63.24,7,Delivered,True
ord_0007032,2025-07-08,cust_03431,New,Latin America,Brazil,Direct,,Apparel,Everyday Sneaker,APP-010,1,104.67,0,104.67,0.0,0,11.48,47.1,104.67,46.09,4,Delivered,True
ord_0007033,2025-07-20,cust_01519,Loyal,North America,Canada,Marketplace,,Apparel,Everyday Sneaker,APP-010,1,111.63,0,111.63,0.0,0,6.31,50.23,111.63,55.09,8,Delivered,True
ord_0007034,2025-07-13,cust_06503,New,EMEA,France,Direct,Referral,Beauty,Daily Skin Set,BEA-007,1,95.7,0,95.7,0.0,0,7.24,36.36,95.7,52.09,4,Delivered,True
ord_0007035,2025-07-09,cust_03294,Loyal,North America,United States,Direct,Email Lifecycle,Beauty,Hair Styling Kit,BEA-008,2,125.77,0.1,251.54,25.15,0,0,110.68,226.38,115.71,1,Delivered,False
ord_0007036,2025-07-15,cust_04379,New,EMEA,United Kingdom,Direct,,Electronics,Wireless Headphones,ELE-001,2,130.47,0,260.94,0.0,0,0,140.91,260.94,120.03,9,Delivered,False
ord_0007037,2025-07-17,cust_00239,Occasional,Latin America,Brazil,Social,Prospecting,Beauty,Daily Skin Set,BEA-007,1,95.51,0.05,95.51,4.78,0,8.84,36.29,90.73,45.6,6,Delivered,False
ord_0007038,2025-07-12,cust_05593,Occasional,APAC,Australia,Direct,Referral,Electronics,Smart Home Hub,ELE-002,1,189.41,0.05,189.41,9.47,0,0,109.86,179.94,70.08,5,Delivered,False
ord_0007039,2025-07-14,cust_01402,Loyal,North America,United States,Paid Search,Shopping Ads,Home,Linen Sheet Set,HOM-003,1,117.8,0,117.8,0.0,0,11.11,54.19,117.8,52.5,3,Delivered,False
ord_0007040,2025-07-15,cust_04307,Occasional,APAC,Japan,Social,Creator Program,Fitness,Recovery Roller,FIT-006,1,55.95,0.15,55.95,8.39,0,9.96,22.94,47.56,14.66,3,Delivered,False
ord_0007041,2025-07-17,cust_06307,Loyal,North America,United States,Direct,,Home,Ceramic Cookware,HOM-004,2,209.08,0,418.16,0.0,0,0,204.9,418.16,213.26,5,Delivered,True
ord_0007042,2025-07-20,cust_02857,Occasional,EMEA,United Kingdom,Social,Prospecting,Apparel,Everyday Sneaker,APP-010,1,107.02,0.15,107.02,16.05,0,10.55,48.16,90.97,32.25,4,Delivered,False
ord_0007043,2025-07-13,cust_02513,Loyal,North America,United States,Marketplace,,Apparel,Everyday Sneaker,APP-010,1,117.96,0,117.96,0.0,0,10.35,53.08,117.96,54.53,8,Delivered,True
ord_0007044,2025-07-13,cust_01991,Occasional,North America,United States,Affiliate,Cashback Partner,Apparel,Everyday Sneaker,APP-010,1,112.93,0.1,112.93,11.29,0,12.78,50.82,101.64,38.04,,Cancelled,False
ord_0007045,2025-07-18,cust_00069,VIP,APAC,Japan,Direct,Email Lifecycle,Electronics,Smart Home Hub,ELE-002,1,174.47,0.2,174.47,34.89,0,0,101.19,139.57,38.38,2,Delivered,False
ord_0007046,2025-07-19,cust_05227,New,North America,United States,Social,Prospecting,Apparel,Performance Jacket,APP-009,1,166.11,0,166.11,0.0,0,0,78.07,166.11,88.04,1,Delivered,False
ord_0007047,2025-07-17,cust_05588,Occasional,North America,United States,Paid Search,Shopping Ads,Fitness,Recovery Roller,FIT-006,3,56.22,0,168.67,0.0,0,0,69.16,168.67,99.52,4,Delivered,False
ord_0007048,2025-07-15,cust_04538,Occasional,North America,United States,Social,Retargeting,Beauty,Hair Styling Kit,BEA-008,1,127.92,0,127.92,0.0,94.61,6.24,56.28,33.31,-29.21,3,Returned,False
ord_0007049,2025-07-23,cust_06434,Loyal,EMEA,United Kingdom,Paid Search,Brand Search,Fitness,Recovery Roller,FIT-006,1,55.75,0,55.75,0.0,0,12.32,22.86,55.75,20.57,7,Delivered,True
ord_0007050,2025-07-09,cust_00046,Loyal,APAC,Australia,Marketplace,Marketplace Featured,Electronics,Smart Home Hub,ELE-002,1,184.46,0,184.46,0.0,0,0,106.99,184.46,77.47,6,Delivered,False
ord_0007051,2025-07-17,cust_04482,New,North America,United States,Social,Retargeting,Electronics,Wireless Headphones,ELE-001,1,132.66,0,132.66,0.0,0,11.24,71.63,132.66,49.78,6,Delivered,False
ord_0007052,2025-07-07,cust_03433,Occasional,North America,United States,Direct,Email Lifecycle,Beauty,Daily Skin Set,BEA-007,2,95.53,0,191.06,0.0,0,0,72.6,191.06,118.46,4,Delivered,False
ord_0007053,2025-07-06,cust_04972,New,North America,United States,Social,Creator Program,Apparel,Everyday Sneaker,APP-010,1,110.56,0.2,110.56,22.11,0,7.71,49.75,88.45,30.99,2,Delivered,False
ord_0007054,2025-07-09,cust_00780,Loyal,EMEA,France,Affiliate,Cashback Partner,Fitness,Recovery Roller,FIT-006,1,56.92,0.1,56.92,5.69,0,10.56,23.34,51.23,17.33,4,Delivered,False
ord_0007055,2025-07-11,cust_02007,New,North America,United States,Direct,Email Lifecycle,Beauty,Hair Styling Kit,BEA-008,3,134.69,0,404.06,0.0,0,0,177.79,404.06,226.27,6,Delivered,True
ord_0007056,2025-07-13,cust_01621,Loyal,EMEA,United Kingdom,Marketplace,Marketplace Featured,Home,Ceramic Cookware,HOM-004,2,193.79,0.15,387.58,58.14,0,0,189.91,329.44,139.53,4,Delivered,True
ord_0007057,2025-07-13,cust_03194,New,North America,United States,Paid Search,Nonbrand Search,Fitness,Recovery Roller,FIT-006,1,51.28,0.05,51.28,2.56,0,7.57,21.02,48.72,20.12,4,Delivered,False
ord_0007058,2025-07-15,cust_02734,New,APAC,Australia,Social,Prospecting,Electronics,Smart Home Hub,ELE-002,1,193.24,0.1,193.24,19.32,0,0,112.08,173.91,61.84,7,Delivered,False
ord_0007059,2025-07-05,cust_02304,New,EMEA,Germany,Direct,Email Lifecycle,Apparel,Everyday Sneaker,APP-010,2,109.32,0.2,218.64,43.73,0,0,98.39,174.91,76.53,,Cancelled,True
ord_0007060,2025-07-13,cust_06281,Loyal,North America,United States,Paid Search,Nonbrand Search,Beauty,Daily Skin Set,BEA-007,1,96.44,0.15,96.44,14.47,0,13.35,36.65,81.98,31.97,3,Delivered,False
ord_0007061,2025-07-12,cust_04132,VIP,EMEA,Germany,Direct,,Apparel,Performance Jacket,APP-009,1,156.04,0.05,156.04,7.8,0,0,73.34,148.24,74.9,6,Delivered,False
ord_0007062,2025-07-16,cust_02177,Occasional,EMEA,Germany,Direct,,Home,Linen Sheet Set,HOM-003,1,126.04,0.15,126.04,18.91,0,6.3,57.98,107.13,42.85,6,Delivered,False
ord_0007063,2025-07-17,cust_05133,Occasional,North America,United States,Social,Prospecting,Fitness,Adjustable Kettlebell,FIT-005,1,154.1,0.15,154.1,23.12,146.56,0,80.13,-15.57,-95.7,1,Returned,True
ord_0007064,2025-07-21,cust_07151,Loyal,EMEA,United Kingdom,Marketplace,,Fitness,Recovery Roller,FIT-006,3,59.35,0.05,178.04,8.9,0,0,72.99,169.13,96.14,5,Delivered,True
ord_0007065,2025-07-10,cust_06959,Occasional,North America,United States,Direct,Referral,Fitness,Adjustable Kettlebell,FIT-005,1,143.51,0.15,143.51,21.53,0,12.03,74.62,121.98,35.33,1,Delivered,False
ord_0007066,2025-07-17,cust_00215,Loyal,North America,Canada,Social,Retargeting,Fitness,Recovery Roller,FIT-006,1,56.61,0.2,56.61,11.32,0,8.13,23.21,45.29,13.95,5,Delivered,False
ord_0007067,2025-07-13,cust_00945,Occasional,APAC,Australia,Direct,Email Lifecycle,Electronics,Smart Home Hub,ELE-002,2,168.54,0.05,337.08,16.85,0,0,195.51,320.23,124.72,7,Delivered,False
ord_0007068,2025-07-13,cust_03334,Loyal,EMEA,France,Direct,,Apparel,Performance Jacket,APP-009,1,154.62,0.05,154.62,7.73,0,0,72.67,146.89,74.22,2,Delivered,False
ord_0007069,2025-07-17,cust_01914,Loyal,APAC,Japan,Direct,,Apparel,Everyday Sneaker,APP-010,1,106.34,0,106.34,0.0,96.49,9.26,47.85,9.85,-47.26,4,Returned,True
ord_0007070,2025-07-17,cust_04353,Occasional,North America,United States,Marketplace,Marketplace Featured,Apparel,Everyday Sneaker,APP-010,1,114.22,0.05,114.22,5.71,0,7.47,51.4,108.51,49.64,4,Delivered,False
ord_0007071,2025-07-18,cust_03566,Occasional,North America,United States,Paid Search,Shopping Ads,Fitness,Recovery Roller,FIT-006,2,57.05,0,114.1,0.0,0,8.02,46.78,114.1,59.3,2,Delivered,True
ord_0007072,2025-07-19,cust_04725,Loyal,North America,United States,Marketplace,,Apparel,Everyday Sneaker,APP-010,1,113.35,0.1,113.35,11.33,105.16,12.81,51.01,-3.15,-66.96,2,Returned,True
ord_0007073,2025-07-10,cust_02530,Occasional,APAC,Japan,Direct,Email Lifecycle,Home,Linen Sheet Set,HOM-003,2,124.07,0.15,248.13,37.22,0,0,114.14,210.91,96.77,8,Delivered,True
ord_0007074,2025-07-14,cust_04572,Occasional,EMEA,United Kingdom,Paid Search,Brand Search,Fitness,Recovery Roller,FIT-006,1,51.91,0.1,51.91,5.19,0,6.55,21.28,46.72,18.88,8,Delivered,True
