week_start,account_id,plan,region,industry,acquisition_channel,account_age_weeks,seats,weekly_active_users,invited_users,sessions,core_actions,feature_a_users,feature_b_users,activation_rate,retention_rate_4w,nps_score,mrr_usd,expansion_mrr_usd,support_tickets,churned
2026-03-30,acct_00093,Free,North America,Financial Services,Partner,136,2,2,2,14,21,1,1,0.5,0.5826,,0,0,3,False
2026-03-30,acct_00094,Free,EMEA,Software,Partner,179,3,2,2,6,9,1,0,0.25,0.2315,,0,0,3,False
2026-03-30,acct_00095,Enterprise,North America,Retail,Paid Search,16,166,159,166,1020,3206,156,127,0.8524,0.9592,,4291.56,179.47,3,False
2026-03-30,acct_00096,Free,North America,Manufacturing,Organic,41,8,6,6,38,65,3,2,0.4167,0.5035,,0,0,2,False
2026-03-30,acct_00097,Starter,North America,Manufacturing,Paid Search,187,11,4,8,18,25,3,2,0.3125,0.6756,,152.9,2.12,1,False
2026-03-30,acct_00098,Enterprise,North America,Software,Paid Search,75,120,104,120,309,1386,92,73,0.6875,0.8418,,4004.23,76.03,4,False
2026-03-30,acct_00099,Starter,North America,Software,Organic,48,11,8,8,60,93,5,4,0.5625,0.6236,,152.9,0,1,False
2026-03-30,acct_00100,Starter,EMEA,Retail,Outbound,133,14,14,14,50,242,12,10,0.7857,0.7958,,159.41,3.0,0,False
2026-03-30,acct_00101,Starter,APAC,Software,Organic,127,24,12,17,59,140,6,4,0.2941,0.4673,,191.94,2.59,3,False
2026-03-30,acct_00102,Enterprise,EMEA,Retail,Content,45,251,133,156,451,524,71,47,0.3782,0.4789,,4786.74,120.05,7,False
2026-03-30,acct_00103,Free,North America,Manufacturing,Content,151,3,3,3,16,30,2,2,0.6667,0.7568,,0,0,1,False
2026-03-30,acct_00104,Growth,North America,Manufacturing,Organic,125,51,29,37,133,142,17,12,0.3919,0.5561,,882.21,16.59,5,False
2026-03-30,acct_00105,Enterprise,North America,Professional Services,Paid Search,70,120,111,120,637,1659,103,82,0.7708,0.8398,,4016.46,42.15,2,False
2026-03-30,acct_00106,Starter,North America,Professional Services,Organic,129,8,7,7,30,53,5,4,0.6429,0.5931,,143.14,2.0,2,False
2026-03-30,acct_00107,Starter,APAC,Financial Services,Partner,100,11,7,9,20,27,5,4,0.5,0.6521,,152.9,0.41,1,False
2026-03-30,acct_00108,Growth,North America,Software,Content,28,32,24,28,131,449,15,11,0.4643,0.6113,,782.53,5.67,3,False
2026-03-30,acct_00109,Free,North America,Manufacturing,Partner,107,9,5,7,18,29,3,2,0.3571,0.5289,,0,0,1,False
2026-03-30,acct_00110,Enterprise,EMEA,Manufacturing,Partner,88,113,109,113,514,2070,107,87,0.8584,0.9358,,3967.55,52.55,2,False
2026-03-30,acct_00111,Growth,North America,Retail,Organic,88,37,35,37,165,341,34,27,0.8243,0.9193,,802.46,7.06,2,False
2026-03-30,acct_00112,Growth,North America,Professional Services,Outbound,89,50,40,44,258,392,29,22,0.5795,0.7239,,867.26,2.78,3,False
2026-03-30,acct_00113,Free,North America,Healthcare,Content,17,7,3,6,9,17,2,2,0.3333,0.6405,,0,0,0,False
2026-03-30,acct_00114,Starter,North America,Software,Outbound,143,10,5,8,23,39,3,2,0.3125,0.572,,149.65,1.91,1,False
2026-03-30,acct_00115,Starter,EMEA,Manufacturing,Organic,130,14,9,10,47,83,4,3,0.35,0.4485,,162.66,0.53,1,False
2026-03-30,acct_00116,Free,North America,Professional Services,Organic,92,9,9,9,48,151,6,4,0.5556,0.6358,,0,0,1,False
2026-03-30,acct_00117,Starter,North America,Professional Services,Outbound,69,9,5,6,31,80,3,2,0.4167,0.5989,,146.39,1.37,3,False
2026-03-30,acct_00118,Free,North America,Professional Services,Outbound,54,3,0,2,0,0,0,0,0,0.4217,,0,0,2,False
2026-03-30,acct_00119,Growth,EMEA,Professional Services,Content,69,59,35,45,95,143,22,16,0.4222,0.5469,,912.12,15.43,4,False
2026-03-30,acct_00120,Free,APAC,Healthcare,Content,127,3,0,1,0,0,0,0,0,0.263,,0,0,2,False
2026-03-30,acct_00121,Growth,EMEA,Software,Paid Search,135,24,16,18,99,328,11,8,0.5278,0.5623,,747.64,0,1,False
2026-03-30,acct_00122,Starter,APAC,Healthcare,Organic,71,8,6,7,43,176,4,3,0.5,0.592,,143.14,2.61,1,False
2026-03-30,acct_00123,Free,North America,Professional Services,Content,94,3,0,2,0,0,0,0,0,0.5786,,0,0,1,False
2026-03-30,acct_00124,Starter,North America,Retail,Organic,66,14,14,14,102,252,14,11,0.8929,0.8989,,162.66,1.26,0,False
2026-03-30,acct_00125,Free,North America,Software,Partner,106,4,2,4,7,24,2,1,0.375,0.711,,0,0,3,False
2026-03-30,acct_00126,Growth,North America,Healthcare,Paid Search,61,15,11,13,35,133,9,7,0.6154,0.7351,,702.78,14.91,2,False
2026-03-30,acct_00127,Starter,EMEA,Healthcare,Organic,69,13,6,11,47,86,4,3,0.3182,0.4949,,159.41,0.59,1,False
2026-03-30,acct_00128,Growth,EMEA,Retail,Organic,16,28,27,28,68,227,26,21,0.8393,0.9247,,762.59,15.44,1,False
2026-03-30,acct_00129,Starter,EMEA,Manufacturing,Organic,61,44,32,41,177,287,24,18,0.5122,0.6574,,260.25,0,3,False
2026-03-30,acct_00130,Starter,APAC,Manufacturing,Partner,69,10,5,5,37,64,2,1,0.3,0.3751,,149.65,0,3,False
2026-03-30,acct_00131,Starter,North America,Professional Services,Paid Search,187,9,5,6,13,24,3,2,0.4167,0.5108,,146.39,3.32,3,False
2026-03-30,acct_00132,Starter,APAC,Manufacturing,Organic,176,8,5,7,17,56,3,2,0.3571,0.6156,,143.14,3.17,1,False
2026-03-30,acct_00133,Free,EMEA,Retail,Organic,141,6,4,4,23,69,2,2,0.5,0.4745,,0,0,1,False
2026-03-30,acct_00134,Free,North America,Retail,Content,170,3,2,2,7,16,1,1,0.5,0.4908,,0,0,2,False
2026-03-30,acct_00135,Growth,APAC,Professional Services,Organic,184,59,40,46,234,318,27,20,0.5109,0.5572,,907.13,15.93,2,False
2026-03-30,acct_00136,Free,North America,Professional Services,Organic,147,3,3,3,19,75,2,2,0.6667,0.711,,0,0,3,False
2026-03-30,acct_00137,Free,EMEA,Software,Paid Search,72,2,0,1,0,0,0,0,0,0.5106,,0,0,4,False
2026-03-30,acct_00138,Enterprise,North America,Professional Services,Paid Search,178,282,226,261,1589,4214,182,141,0.6188,0.7747,,5012.93,5.48,8,False
2026-03-30,acct_00139,Enterprise,APAC,Professional Services,Paid Search,21,206,169,185,529,1098,141,110,0.6784,0.806,,4523.87,78.57,4,False
2026-03-30,acct_00140,Growth,North America,Retail,Organic,52,38,27,38,209,701,21,16,0.4868,0.7359,,817.42,11.45,2,False
2026-03-30,acct_00141,Enterprise,North America,Financial Services,Paid Search,147,550,461,518,3280,15310,390,305,0.6708,0.7978,,6529.04,104.53,12,False
2026-03-30,acct_00142,Free,North America,Software,Organic,128,3,2,2,6,18,1,1,0.5,0.6248,,0,0,1,False
2026-03-30,acct_00143,Starter,North America,Software,Content,137,16,13,13,61,146,9,7,0.6154,0.6106,,169.16,1.33,1,False
2026-03-30,acct_00144,Free,North America,Financial Services,Partner,133,2,0,1,0,0,0,0,0,0.4726,,0,0,3,False
2026-03-30,acct_00145,Growth,Latin America,Software,Outbound,70,25,15,23,80,253,10,8,0.3913,0.597,,752.62,3.89,1,False
2026-03-30,acct_00146,Free,EMEA,Financial Services,Outbound,117,3,0,2,0,0,0,0,0,0.4602,,0,0,3,False
2026-03-30,acct_00147,Growth,EMEA,Professional Services,Outbound,80,59,26,34,200,383,13,8,0.3088,0.4088,,917.1,19.73,3,False
2026-03-30,acct_00148,Growth,North America,Professional Services,Content,118,45,21,27,162,396,11,7,0.3333,0.4628,,847.32,1.59,3,False
2026-03-30,acct_00149,Starter,Latin America,Software,Paid Search,37,25,16,17,85,238,10,7,0.5,0.5825,,195.19,3.24,3,False
2026-03-30,acct_00150,Growth,APAC,Financial Services,Outbound,128,35,20,26,117,301,12,9,0.4038,0.4824,,802.46,18.75,1,False
2026-03-30,acct_00151,Starter,North America,Retail,Organic,153,8,4,6,11,23,2,1,0.25,0.5353,,143.14,2.74,2,False
2026-03-30,acct_00152,Free,EMEA,Financial Services,Content,53,4,3,3,11,24,1,1,0.3333,0.4167,,0,0,2,False
2026-03-30,acct_00153,Growth,North America,Manufacturing,Partner,182,41,36,36,174,337,28,21,0.6806,0.7458,,827.38,7.09,1,False
2026-03-30,acct_00154,Starter,North America,Professional Services,Organic,118,10,10,10,74,309,9,7,0.8,0.7923,,149.65,0,0,False
2026-03-30,acct_00155,Growth,APAC,Professional Services,Outbound,175,28,21,23,122,276,15,11,0.5652,0.6511,,767.57,2.9,0,False
2026-03-30,acct_00156,Free,North America,Financial Services,Organic,32,4,4,4,21,38,2,1,0.375,0.4118,,0,0,1,False
2026-03-30,acct_00157,Free,North America,Software,Organic,174,4,2,3,13,32,1,1,0.3333,0.6011,,0,0,2,False
2026-03-30,acct_00158,Starter,North America,Professional Services,Content,60,25,15,22,97,140,10,7,0.3864,0.5603,,195.19,0.99,2,False
2026-03-30,acct_00159,Enterprise,North America,Software,Outbound,74,307,292,307,2144,7014,280,226,0.8241,0.9267,,5129.09,134.7,8,False
2026-03-30,acct_00160,Starter,North America,Manufacturing,Organic,42,21,16,19,102,138,11,8,0.5,0.6133,,182.18,6.54,2,False
2026-03-30,acct_00161,Starter,EMEA,Retail,Paid Search,158,15,9,13,65,160,6,4,0.3846,0.5315,,162.66,1.62,2,False
2026-03-30,acct_00162,Free,North America,Professional Services,Content,64,3,3,3,10,16,1,0,0.1667,0.28,,0,0,3,False
2026-03-30,acct_00163,Growth,EMEA,Professional Services,Paid Search,19,37,37,37,246,1039,36,29,0.8784,0.9012,,807.45,0.05,0,False
2026-03-30,acct_00164,Free,North America,Professional Services,Content,135,4,1,3,7,13,1,0,0.1667,0.5701,,0,0,1,False
2026-03-30,acct_00165,Starter,North America,Software,Organic,63,8,8,8,48,198,8,6,0.875,0.9513,,143.14,1.42,0,False
2026-03-30,acct_00166,Growth,North America,Healthcare,Organic,184,30,28,30,206,853,27,22,0.8167,0.9546,,777.54,18.19,2,False
2026-03-30,acct_00167,Free,APAC,Software,Content,51,4,0,2,0,0,0,0,0,0.2503,,0,0,3,False
2026-03-30,acct_00168,Starter,APAC,Software,Organic,109,32,16,22,113,158,8,5,0.2955,0.3991,,217.96,6.53,4,False
2026-03-30,acct_00169,Starter,North America,Retail,Partner,25,5,3,5,19,31,2,2,0.4,0.6833,,133.38,0.37,1,False
2026-03-30,acct_00170,Starter,EMEA,Software,Paid Search,182,17,13,16,39,147,11,9,0.625,0.6938,,172.42,0,3,False
2026-03-30,acct_00171,Growth,EMEA,Software,Outbound,114,50,48,50,245,1142,47,38,0.85,0.9581,,872.24,0,1,False
2026-03-30,acct_00172,Starter,North America,Software,Organic,150,8,5,5,23,27,3,2,0.5,0.4683,,143.14,2.46,1,False
2026-03-30,acct_00173,Starter,EMEA,Software,Outbound,161,4,3,4,7,26,2,2,0.5,0.7517,,130.13,1.2,0,False
2026-03-30,acct_00174,Free,APAC,Software,Partner,145,2,0,2,0,0,0,0,0,0.6941,,0,0,1,False
2026-03-30,acct_00175,Starter,North America,Financial Services,Paid Search,173,3,0,3,0,0,0,0,0,0.838,,126.87,0,1,False
2026-03-30,acct_00176,Starter,EMEA,Financial Services,Content,149,10,5,6,19,25,2,1,0.25,0.4577,,149.65,2.3,1,False
2026-03-30,acct_00177,Free,North America,Professional Services,Content,129,3,1,3,5,21,1,1,0.3333,0.7255,,0,0,1,False
2026-03-30,acct_00178,Growth,EMEA,Professional Services,Paid Search,148,97,68,87,239,921,48,36,0.4828,0.7208,,1091.55,0,3,False
2026-03-30,acct_00179,Starter,North America,Healthcare,Partner,121,12,6,10,37,128,4,3,0.35,0.6553,,156.15,2.87,3,False
2026-03-30,acct_00180,Growth,Latin America,Professional Services,Paid Search,120,46,35,46,221,754,28,21,0.5326,0.7532,,847.32,13.07,2,False
2026-03-30,acct_00181,Starter,EMEA,Manufacturing,Organic,53,10,8,8,51,75,6,4,0.625,0.6454,,149.65,2.09,2,False
2026-03-30,acct_00182,Free,North America,Professional Services,Organic,63,5,0,3,0,0,0,0,0,0.3474,,0,0,1,False
2026-03-30,acct_00183,Growth,North America,Healthcare,Outbound,181,22,17,22,57,220,15,12,0.6136,0.8472,,732.68,10.44,0,False
2026-03-30,acct_00184,Free,North America,Financial Services,Organic,44,8,6,6,23,37,4,3,0.5833,0.6461,,0,0,2,False
2026-03-30,acct_00185,Growth,North America,Software,Content,190,24,19,21,109,400,14,10,0.5714,0.6834,,747.64,8.95,1,False
2026-03-30,acct_00186,Growth,North America,Retail,Outbound,82,52,32,40,89,231,20,14,0.425,0.5455,,877.23,10.7,2,False
2026-03-30,acct_00187,Free,North America,Software,Outbound,63,6,1,3,5,6,0,0,0,0.4505,,0,0,2,False
2026-03-30,acct_00188,Starter,EMEA,Software,Partner,86,17,11,11,46,74,5,3,0.3636,0.3769,,172.42,0.79,2,False
2026-03-30,acct_00189,Growth,North America,Software,Organic,44,23,23,23,97,368,23,18,0.8913,0.8708,,737.67,17.92,0,False
2026-03-30,acct_00190,Enterprise,EMEA,Financial Services,Content,190,144,109,126,704,2907,84,64,0.5873,0.6553,,4163.18,0,4,False
2026-03-30,acct_00191,Enterprise,APAC,Professional Services,Organic,122,113,75,99,458,842,49,35,0.4242,0.5905,,3979.78,18.17,3,False
2026-03-30,acct_00192,Starter,North America,Retail,Paid Search,167,6,4,5,21,61,3,2,0.5,0.6321,,136.63,2.09,1,False
2026-03-30,acct_00193,Free,EMEA,Financial Services,Organic,192,8,8,8,55,183,5,4,0.5625,0.6169,,0,0,1,False
2026-03-30,acct_00194,Growth,North America,Software,Partner,137,42,30,40,206,678,23,17,0.5,0.6726,,832.37,0,2,False
2026-03-30,acct_00195,Enterprise,EMEA,Financial Services,Organic,75,315,289,315,2044,9170,270,217,0.773,0.9325,,5190.22,30.19,7,False
2026-03-30,acct_00196,Growth,EMEA,Software,Content,144,113,74,88,386,840,49,35,0.4773,0.5957,,1171.3,15.75,4,False
2026-03-30,acct_00197,Growth,North America,Healthcare,Paid Search,192,34,10,14,40,62,3,1,0.1429,0.2553,,797.48,10.9,2,False
2026-03-30,acct_00198,Growth,Latin America,Professional Services,Outbound,101,44,37,41,274,486,32,25,0.6951,0.7589,,842.34,6.83,2,False
2026-03-30,acct_00199,Free,EMEA,Software,Organic,65,5,4,4,22,25,2,2,0.5,0.4661,,0,0,2,False
2026-03-30,acct_00200,Starter,EMEA,Software,Organic,34,7,4,5,11,26,2,1,0.3,0.5178,,139.89,0,2,False
2026-03-30,acct_00201,Enterprise,North America,Healthcare,Organic,118,63,46,55,129,343,33,25,0.5273,0.7073,,3674.11,31.06,3,False
2026-03-30,acct_00202,Free,North America,Professional Services,Content,191,6,2,4,9,12,1,1,0.25,0.5141,,0,0,4,False
2026-03-30,acct_00203,Free,North America,Healthcare,Paid Search,69,5,3,4,21,28,2,1,0.375,0.5895,,0,0,3,False
2026-03-30,acct_00204,Free,North America,Software,Paid Search,29,7,6,6,30,112,4,3,0.5833,0.6502,,0,0,2,False
2026-03-30,acct_00205,Growth,APAC,Retail,Partner,150,54,46,52,270,1240,39,30,0.6635,0.7848,,887.19,0,1,False
2026-03-30,acct_00206,Starter,Latin America,Software,Outbound,107,20,14,20,52,139,10,8,0.45,0.6954,,178.92,0.28,1,False
2026-03-30,acct_00207,Growth,APAC,Professional Services,Partner,62,37,20,23,125,308,11,8,0.413,0.6167,,807.45,0.82,1,False
2026-03-30,acct_00208,Starter,EMEA,Software,Partner,127,21,9,11,59,79,4,2,0.2727,0.3778,,185.43,3.8,5,False
2026-03-30,acct_00209,Growth,North America,Professional Services,Outbound,111,157,121,147,546,1256,95,73,0.5714,0.7699,,1380.63,21.01,3,False
2026-03-30,acct_00210,Starter,APAC,Software,Content,117,12,12,12,40,99,10,8,0.75,0.6992,,156.15,4.63,1,False
2026-03-30,acct_00211,Free,EMEA,Professional Services,Outbound,60,3,0,3,0,0,0,0,0,0.5123,,0,0,0,False
2026-03-30,acct_00212,Starter,North America,Professional Services,Organic,59,23,14,19,40,76,9,7,0.4211,0.6207,,188.68,0,1,False
2026-03-30,acct_00213,Growth,North America,Software,Outbound,68,17,9,13,31,85,6,5,0.4231,0.6543,,712.75,1.33,1,False
2026-03-30,acct_00214,Growth,North America,Retail,Organic,139,31,21,24,128,354,12,8,0.4167,0.5125,,777.54,12.23,2,False
2026-03-30,acct_00215,Free,Latin America,Software,Partner,16,10,9,9,43,100,6,4,0.5556,0.5163,,0,0,3,False
2026-03-30,acct_00216,Starter,North America,Professional Services,Partner,61,13,1,6,3,4,0,0,0,0.2731,,159.41,1.56,3,False
2026-03-30,acct_00217,Growth,EMEA,Healthcare,Outbound,100,21,21,21,105,463,20,16,0.8571,0.9058,,727.7,0,1,False
2026-03-30,acct_00218,Growth,EMEA,Professional Services,Outbound,174,51,34,43,220,764,23,16,0.4535,0.6477,,872.24,8.3,2,False
2026-03-30,acct_00219,Growth,North America,Software,Paid Search,69,31,16,23,52,71,9,6,0.3261,0.5161,,777.54,0,5,False
2026-03-30,acct_00220,Growth,EMEA,Software,Outbound,123,64,50,53,338,1360,38,28,0.6226,0.7227,,942.02,0,1,False
2026-03-30,acct_00221,Free,North America,Professional Services,Organic,79,4,3,3,11,15,1,0,0.1667,0.275,,0,0,1,False
2026-03-30,acct_00222,Starter,EMEA,Manufacturing,Paid Search,175,14,13,14,72,181,11,8,0.6786,0.7931,,162.66,0,0,False
2026-03-30,acct_00223,Enterprise,EMEA,Healthcare,Paid Search,40,541,402,528,1973,7391,300,226,0.4981,0.6683,,6553.49,166.34,14,False
2026-03-30,acct_00224,Growth,North America,Software,Content,154,54,44,47,292,628,35,27,0.6596,0.7464,,887.19,16.44,0,False
2026-03-30,acct_00225,Free,North America,Financial Services,Organic,161,3,0,2,0,0,0,0,0,0.5393,,0,0,2,False
2026-03-30,acct_00226,Enterprise,EMEA,Software,Organic,114,307,300,307,2238,10294,294,239,0.8681,0.9366,,5110.75,96.88,8,False
2026-03-30,acct_00227,Starter,EMEA,Software,Organic,168,25,15,20,44,120,10,7,0.425,0.6019,,198.44,4.9,1,False
2026-03-30,acct_00228,Free,North America,Professional Services,Outbound,79,5,1,4,6,11,1,0,0.125,0.5471,,0,0,2,False
2026-03-30,acct_00229,Free,North America,Financial Services,Content,60,4,2,2,12,11,1,1,0.5,0.4414,,0,0,2,False
2026-03-30,acct_00230,Starter,APAC,Software,Organic,54,11,6,9,45,151,4,3,0.3889,0.7163,,152.9,3.95,0,False
2026-03-30,acct_00231,Free,North America,Retail,Organic,41,4,4,4,21,26,3,2,0.625,0.5327,,0,0,2,False
2026-03-30,acct_00232,Free,North America,Healthcare,Outbound,154,2,0,1,0,0,0,0,0,0.4939,,0,0,1,False
2026-03-30,acct_00233,Enterprise,APAC,Manufacturing,Partner,91,132,108,114,667,2746,87,67,0.6754,0.8053,,4077.59,117.06,3,False
2026-03-30,acct_00234,Growth,APAC,Financial Services,Partner,34,27,15,24,95,173,10,7,0.3542,0.6195,,757.6,15.76,2,False
2026-03-30,acct_00235,Starter,APAC,Professional Services,Paid Search,25,6,6,6,17,29,4,3,0.5833,0.6203,,136.63,1.45,0,False
2026-03-30,acct_00236,Free,North America,Manufacturing,Organic,74,2,0,1,0,0,0,0,0,0.428,,0,0,3,False
2026-03-30,acct_00237,Free,North America,Professional Services,Paid Search,132,6,1,3,4,7,1,0,0.1667,0.507,,0,0,1,False
2026-03-30,acct_00238,Starter,EMEA,Financial Services,Content,102,13,10,10,66,122,7,5,0.6,0.6007,,159.41,0.07,1,False
2026-03-30,acct_00239,Growth,North America,Financial Services,Paid Search,92,109,73,94,307,812,49,36,0.4521,0.604,,1166.31,37.38,3,False
2026-03-30,acct_00240,Free,North America,Financial Services,Content,101,3,1,2,4,6,1,0,0.25,0.4474,,0,0,3,False
2026-03-30,acct_00241,Free,APAC,Software,Organic,58,2,2,2,9,20,1,0,0.25,0.4172,,0,0,3,False
2026-03-30,acct_00242,Growth,North America,Professional Services,Organic,29,27,27,27,179,547,26,21,0.8704,0.9438,,757.6,29.04,2,False
2026-03-30,acct_00243,Free,APAC,Manufacturing,Organic,169,2,2,2,10,20,1,1,0.5,0.499,,0,0,1,False
2026-03-30,acct_00244,Free,North America,Software,Paid Search,107,1,0,1,0,0,0,0,0,0.5865,,0,0,3,False
2026-03-30,acct_00245,Growth,EMEA,Retail,Partner,140,34,29,34,181,844,24,19,0.6324,0.7963,,792.49,0.6,2,False
2026-03-30,acct_00246,Growth,EMEA,Financial Services,Organic,100,52,49,52,124,514,48,39,0.8365,0.9533,,882.21,8.56,0,False
2026-03-30,acct_00247,Free,North America,Retail,Content,173,4,1,3,4,6,0,0,0,0.4527,,0,0,3,False
2026-03-30,acct_00248,Starter,North America,Healthcare,Partner,58,7,2,5,14,15,1,1,0.2,0.4432,,139.89,0.56,1,False
2026-03-30,acct_00249,Growth,North America,Retail,Partner,145,68,55,68,386,980,44,34,0.5735,0.6874,,961.96,6.94,4,False
2026-03-30,acct_00250,Free,North America,Healthcare,Outbound,142,2,0,1,0,0,0,0,0,0.4911,,0,0,3,False
2026-03-30,acct_00251,Starter,Latin America,Software,Organic,190,14,5,7,12,21,2,1,0.2143,0.4961,,159.41,1.61,4,False
2026-03-30,acct_00252,Free,North America,Financial Services,Organic,62,4,2,3,8,18,1,1,0.3333,0.4317,,0,0,2,False
2026-03-30,acct_00253,Growth,APAC,Retail,Organic,176,21,17,21,96,372,14,11,0.5952,0.8386,,732.68,17.11,0,False
2026-03-30,acct_00254,Starter,EMEA,Software,Organic,21,9,2,5,7,6,1,0,0.1,0.3938,,146.39,0.52,3,False
2026-03-30,acct_00255,Starter,North America,Retail,Organic,66,6,3,4,9,16,1,1,0.25,0.397,,136.63,1.43,2,False
2026-03-30,acct_00256,Starter,North America,Manufacturing,Paid Search,138,14,12,13,78,319,10,8,0.6923,0.8844,,159.41,0,0,False
2026-03-30,acct_00257,Free,North America,Software,Outbound,126,5,3,3,21,31,1,1,0.3333,0.4575,,0,0,1,False
2026-03-30,acct_00258,Growth,North America,Manufacturing,Organic,137,81,60,67,364,1292,44,33,0.5746,0.7006,,1021.77,0,3,False
2026-03-30,acct_00259,Starter,North America,Financial Services,Content,154,5,3,4,12,22,2,2,0.5,0.6094,,133.38,3.81,0,False
2026-03-30,acct_00260,Enterprise,EMEA,Software,Content,131,371,253,316,1465,3141,174,128,0.4778,0.6838,,5544.79,1.6,9,False
2026-03-30,acct_00261,Growth,North America,Manufacturing,Partner,74,34,30,30,144,480,22,16,0.6333,0.6345,,797.48,21.75,0,False
2026-03-30,acct_00262,Growth,EMEA,Financial Services,Organic,172,52,23,30,148,220,10,6,0.2667,0.4503,,877.23,5.32,2,False
2026-03-30,acct_00263,Growth,EMEA,Software,Paid Search,125,61,47,55,152,596,38,29,0.6091,0.7648,,927.07,4.28,2,False
2026-03-30,acct_00264,Free,North America,Manufacturing,Paid Search,191,1,0,1,0,0,0,0,0,0.3483,,0,0,2,False
2026-03-30,acct_00265,Growth,North America,Software,Organic,137,33,20,26,56,105,12,9,0.4038,0.4632,,792.49,6.78,3,False
2026-03-30,acct_00266,Growth,North America,Manufacturing,Organic,138,33,21,26,164,490,14,10,0.4615,0.6174,,792.49,0,1,False
2026-03-30,acct_00267,Starter,North America,Software,Organic,59,10,9,9,58,87,7,6,0.7222,0.8161,,149.65,3.85,1,False
2026-03-30,acct_00268,Free,North America,Healthcare,Content,113,3,0,2,0,0,0,0,0,0.4308,,0,0,1,False
2026-03-30,acct_00269,Starter,North America,Software,Outbound,170,12,7,8,33,48,3,2,0.3125,0.4914,,156.15,0,2,False
2026-03-30,acct_00270,Growth,North America,Financial Services,Content,165,34,34,34,123,507,33,27,0.8824,0.9137,,797.48,0.04,0,False
2026-03-30,acct_00271,Starter,North America,Software,Paid Search,60,6,5,6,22,76,4,3,0.5833,0.7495,,136.63,1.4,1,False
2026-03-30,acct_00272,Free,EMEA,Healthcare,Content,85,5,0,4,0,0,0,0,0,0.6861,,0,0,1,False
2026-03-30,acct_00273,Free,North America,Professional Services,Organic,77,3,0,2,0,0,0,0,0,0.5083,,0,0,2,False
2026-03-30,acct_00274,Growth,EMEA,Software,Content,170,47,27,38,100,170,16,11,0.3553,0.5449,,857.29,0.37,4,False
2026-03-30,acct_00275,Starter,North America,Healthcare,Outbound,76,12,7,7,33,47,3,1,0.2857,0.311,,156.15,2.16,2,False
2026-03-30,acct_00276,Free,APAC,Software,Content,137,7,6,6,36,41,3,2,0.4167,0.4338,,0,0,2,False
2026-03-30,acct_00277,Starter,North America,Software,Organic,95,11,11,11,81,160,7,5,0.5455,0.5749,,152.9,0.3,2,False
2026-03-30,acct_00278,Enterprise,North America,Professional Services,Organic,144,206,185,205,1277,5295,165,131,0.722,0.8443,,4505.53,112.29,4,False
2026-03-30,acct_00279,Free,EMEA,Professional Services,Paid Search,153,5,5,5,19,74,4,3,0.7,0.5748,,0,0,1,False
2026-03-30,acct_00280,Free,APAC,Financial Services,Content,149,2,2,2,14,47,2,1,0.75,0.7475,,0,0,3,False
2026-03-30,acct_00281,Growth,North America,Professional Services,Content,187,37,35,37,136,326,33,26,0.7973,0.8363,,807.45,2.2,2,False
2026-03-30,acct_00282,Free,North America,Software,Partner,89,3,3,3,13,30,2,1,0.5,0.5902,,0,0,2,False
2026-03-30,acct_00283,Free,EMEA,Software,Outbound,18,2,2,2,9,11,1,1,0.5,0.4166,,0,0,4,False
2026-03-30,acct_00284,Starter,EMEA,Software,Paid Search,79,29,23,23,100,169,16,12,0.6087,0.6979,,211.46,3.25,2,False
2026-03-30,acct_00285,Free,North America,Software,Outbound,110,7,3,4,16,31,1,1,0.25,0.3775,,0,0,4,False
2026-03-30,acct_00286,Growth,APAC,Professional Services,Partner,62,32,17,21,81,130,10,6,0.381,0.5443,,782.53,0.51,2,False
2026-03-30,acct_00287,Growth,EMEA,Financial Services,Paid Search,66,66,59,66,452,1882,52,42,0.7121,0.8707,,947.01,19.43,2,False
2026-03-30,acct_00288,Starter,North America,Software,Content,175,10,7,7,32,58,4,3,0.5,0.5435,,149.65,1.07,2,False
2026-03-30,acct_00289,Free,North America,Manufacturing,Partner,68,4,1,2,4,3,0,0,0,0.3811,,0,0,3,False
2026-03-30,acct_00290,Starter,EMEA,Financial Services,Partner,18,9,2,4,12,26,1,0,0.125,0.3394,,146.39,1.74,3,False
2026-03-30,acct_00291,Growth,North America,Software,Paid Search,79,32,24,26,141,359,18,13,0.5962,0.6768,,782.53,8.89,1,False
2026-03-30,acct_00292,Free,APAC,Healthcare,Partner,71,3,3,3,11,35,2,2,0.6667,0.7338,,0,0,0,False
2026-03-30,acct_00293,Starter,Latin America,Manufacturing,Partner,30,24,15,20,95,236,10,7,0.425,0.5759,,191.94,0.26,3,False
2026-03-30,acct_00294,Enterprise,North America,Retail,Content,58,400,287,372,2036,7367,208,155,0.4879,0.6601,,5660.95,86.12,11,False
2026-03-30,acct_00295,Starter,North America,Financial Services,Organic,67,13,10,11,70,190,7,5,0.5455,0.6488,,159.41,1.21,3,False
2026-03-30,acct_00296,Free,North America,Healthcare,Organic,164,4,2,3,10,12,1,1,0.3333,0.598,,0,0,3,False
2026-03-30,acct_00297,Free,North America,Retail,Outbound,161,4,4,4,25,43,2,2,0.5,0.5411,,0,0,2,False
2026-03-30,acct_00298,Growth,APAC,Software,Organic,99,19,10,18,64,273,8,6,0.3889,0.8102,,717.73,4.29,1,False
2026-03-30,acct_00299,Free,North America,Software,Content,36,2,0,2,0,0,0,0,0,0.7268,,0,0,1,False
